accident_id,date,time,weekday,city,area_type,vehicle_type,road_condition,light_condition,vehicles_involved,severity,latitude,longitude
2067,2024-05-27,21:39,Monday,Mumbai,Rural,Car,Dry,Night,1,Minor,19.0263,72.862521
2068,2024-01-17,06:27,Wednesday,Bangalore,Highway,Truck,Dry,Day,1,Serious,12.975876,77.607286
2069,2024-02-18,07:41,Sunday,Delhi,Highway,Bike,Damaged,Day,3,Serious,28.688711,77.127504
2070,2024-07-10,21:36,Wednesday,Delhi,Urban,Car,Wet,Night,4,Serious,28.661166,77.058432
2071,2024-09-06,18:36,Friday,Bangalore,Highway,Car,Wet,Day,4,Serious,13.01589,77.635483
2072,2024-10-07,01:04,Monday,Chennai,Highway,Bus,Wet,Night,3,Fatal,13.037109,80.290245
2073,2024-05-03,15:32,Friday,Delhi,Highway,Bike,Damaged,Day,2,Serious,28.720321,77.109528
2074,2024-05-27,09:37,Monday,Delhi,Urban,Car,Dry,Day,4,Minor,28.703178,77.090198
2075,2024-03-21,10:20,Thursday,Bangalore,Urban,Bike,Damaged,Day,3,Minor,13.004444,77.551888
2076,2024-04-18,12:20,Thursday,Delhi,Urban,Bus,Dry,Day,3,Minor,28.664677,77.106224
2077,2024-04-04,18:03,Thursday,Mumbai,Highway,Bike,Dry,Day,2,Serious,19.056772,72.913301
2078,2024-02-05,00:47,Monday,Bangalore,Highway,Car,Damaged,Night,4,Fatal,13.005493,77.549239
2079,2024-05-05,00:40,Sunday,Chennai,Highway,Truck,Dry,Night,1,Fatal,13.047847,80.310985
2080,2024-02-15,12:25,Thursday,Chennai,Urban,Bike,Damaged,Day,1,Minor,13.060859,80.288534
2081,2024-08-21,10:48,Wednesday,Chennai,Rural,Bike,Dry,Day,2,Minor,13.092042,80.28006
2082,2024-08-04,09:10,Sunday,Chennai,Urban,Bike,Dry,Day,4,Minor,13.099804,80.308931
2083,2024-01-05,22:09,Friday,Chennai,Rural,Truck,Damaged,Night,2,Serious,13.040474,80.266894
2084,2024-08-25,00:44,Sunday,Mumbai,Urban,Bus,Dry,Night,1,Minor,19.106115,72.911885
2085,2024-04-25,22:48,Thursday,Bangalore,Urban,Bike,Wet,Night,2,Fatal,12.931497,77.624126
2086,2024-12-04,05:04,Wednesday,Delhi,Highway,Car,Damaged,Night,4,Fatal,28.726379,77.12114
2087,2024-10-16,03:27,Wednesday,Bangalore,Urban,Bus,Dry,Night,3,Minor,12.954832,77.59966
2088,2024-10-28,10:36,Monday,Chennai,Highway,Bus,Dry,Day,1,Minor,13.070872,80.272376
2089,2024-12-28,01:48,Saturday,Delhi,Urban,Bus,Damaged,Night,2,Serious,28.660817,77.150409
2090,2024-11-07,04:32,Thursday,Chennai,Urban,Truck,Wet,Night,3,Fatal,13.119323,80.286436
2091,2024-09-20,04:10,Friday,Chennai,Urban,Car,Dry,Night,2,Minor,13.08782,80.282204
2092,2024-10-01,04:40,Tuesday,Mumbai,Urban,Bike,Dry,Night,3,Serious,19.034868,72.855574
2093,2024-05-22,20:13,Wednesday,Mumbai,Highway,Car,Dry,Night,4,Serious,19.123394,72.923356
2094,2024-10-22,19:45,Tuesday,Mumbai,Highway,Car,Damaged,Night,2,Fatal,19.099572,72.901179
2095,2024-03-06,01:40,Wednesday,Mumbai,Urban,Truck,Damaged,Night,2,Serious,19.047902,72.84082
2096,2024-08-12,15:22,Monday,Mumbai,Highway,Car,Dry,Day,3,Minor,19.097785,72.831843
2097,2024-03-07,16:05,Thursday,Chennai,Rural,Car,Wet,Day,3,Minor,13.072287,80.220989
2098,2024-01-30,11:45,Tuesday,Mumbai,Rural,Bus,Wet,Day,3,Minor,19.065788,72.886156
2099,2024-11-08,17:14,Friday,Mumbai,Urban,Car,Damaged,Day,2,Minor,19.125067,72.836666
2100,2024-12-15,21:47,Sunday,Bangalore,Rural,Truck,Wet,Night,1,Fatal,13.00766,77.560512
2101,2024-09-28,06:07,Saturday,Bangalore,Rural,Bike,Damaged,Day,3,Minor,12.928288,77.58331
2102,2024-03-24,04:36,Sunday,Bangalore,Urban,Car,Wet,Night,4,Serious,12.922999,77.550188
2103,2024-07-26,17:56,Friday,Delhi,Rural,Bus,Wet,Day,1,Minor,28.692416,77.122543
2104,2024-03-19,02:36,Tuesday,Chennai,Rural,Truck,Dry,Night,3,Serious,13.090821,80.29858
2105,2024-05-10,09:41,Friday,Bangalore,Rural,Bus,Wet,Day,2,Minor,12.990086,77.605066
2106,2024-04-06,22:14,Saturday,Chennai,Rural,Car,Wet,Night,4,Serious,13.049427,80.239677
2107,2024-03-27,12:08,Wednesday,Chennai,Urban,Car,Wet,Day,2,Minor,13.058273,80.299283
2108,2024-12-06,04:58,Friday,Delhi,Highway,Truck,Wet,Night,2,Fatal,28.664241,77.103969
2109,2024-09-19,20:56,Thursday,Bangalore,Highway,Bus,Damaged,Night,1,Fatal,12.995591,77.637631
2110,2024-03-16,20:15,Saturday,Delhi,Highway,Car,Damaged,Night,4,Fatal,28.680467,77.072601
2111,2024-06-22,07:56,Saturday,Mumbai,Highway,Truck,Wet,Day,2,Fatal,19.114896,72.894371
2112,2024-07-05,17:15,Friday,Mumbai,Urban,Truck,Dry,Day,1,Minor,19.106892,72.851789
2113,2024-02-10,22:53,Saturday,Delhi,Highway,Bus,Wet,Night,1,Fatal,28.691486,77.124377
2114,2024-07-08,14:49,Monday,Chennai,Highway,Truck,Wet,Day,3,Fatal,13.112307,80.260838
2115,2024-12-30,23:51,Monday,Delhi,Highway,Truck,Dry,Night,3,Fatal,28.750805,77.096159
2116,2024-10-15,15:54,Tuesday,Delhi,Rural,Bus,Damaged,Day,4,Minor,28.750328,77.058858
2117,2024-04-16,08:08,Tuesday,Bangalore,Urban,Truck,Wet,Day,3,Serious,12.923813,77.614374
2118,2024-01-05,18:21,Friday,Delhi,Highway,Car,Wet,Day,2,Serious,28.730142,77.112094
2119,2024-06-14,11:36,Friday,Chennai,Rural,Truck,Wet,Day,2,Serious,13.043984,80.312964
2120,2024-01-07,14:55,Sunday,Delhi,Urban,Bike,Wet,Day,1,Serious,28.68067,77.090981
2121,2024-05-26,01:42,Sunday,Delhi,Highway,Bike,Dry,Night,2,Fatal,28.748196,77.134158
2122,2024-06-03,10:56,Monday,Delhi,Urban,Car,Wet,Day,4,Minor,28.676101,77.129532
2123,2024-04-25,03:58,Thursday,Bangalore,Urban,Car,Wet,Night,3,Serious,13.013575,77.558809
2124,2024-03-02,02:23,Saturday,Chennai,Urban,Truck,Wet,Night,2,Fatal,13.053612,80.302265
2125,2024-12-02,08:47,Monday,Mumbai,Rural,Bus,Wet,Day,3,Minor,19.110414,72.892749
2126,2024-12-13,15:03,Friday,Bangalore,Rural,Bike,Damaged,Day,2,Minor,13.008569,77.637976
2127,2024-12-12,00:44,Thursday,Chennai,Rural,Bike,Dry,Night,4,Serious,13.07898,80.233906
2128,2024-08-08,12:43,Thursday,Delhi,Rural,Bike,Dry,Day,4,Minor,28.654441,77.080366
2129,2024-02-01,20:52,Thursday,Bangalore,Highway,Truck,Dry,Night,4,Fatal,13.014843,77.550888
2130,2024-07-07,10:41,Sunday,Bangalore,Urban,Car,Dry,Day,4,Minor,13.007233,77.562418
2131,2024-03-06,02:19,Wednesday,Mumbai,Rural,Bus,Damaged,Night,2,Serious,19.037992,72.830347
2132,2024-06-03,07:36,Monday,Bangalore,Urban,Bus,Damaged,Day,1,Minor,12.971038,77.561048
2133,2024-01-18,06:07,Thursday,Mumbai,Rural,Truck,Wet,Day,2,Serious,19.07781,72.866777
2134,2024-01-14,19:41,Sunday,Mumbai,Highway,Bus,Dry,Night,3,Serious,19.038782,72.865053
2135,2024-11-11,11:52,Monday,Mumbai,Urban,Bike,Dry,Day,2,Minor,19.089994,72.904786
2136,2024-08-14,07:44,Wednesday,Mumbai,Highway,Bike,Dry,Day,3,Serious,19.062359,72.875068
2137,2024-12-21,07:50,Saturday,Delhi,Urban,Bike,Dry,Day,4,Minor,28.696782,77.103228
2138,2024-01-18,15:25,Thursday,Bangalore,Urban,Bus,Dry,Day,2,Minor,12.960509,77.594383
2139,2024-03-02,16:51,Saturday,Mumbai,Urban,Bus,Dry,Day,1,Minor,19.027416,72.840168
2140,2024-07-21,03:22,Sunday,Mumbai,Highway,Bike,Damaged,Night,1,Fatal,19.122366,72.877
2141,2024-11-18,13:59,Monday,Delhi,Highway,Truck,Wet,Day,4,Fatal,28.67413,77.096762
2142,2024-05-14,04:09,Tuesday,Mumbai,Urban,Bike,Dry,Night,2,Serious,19.117964,72.878536
2143,2024-11-20,03:48,Wednesday,Delhi,Rural,Bike,Wet,Night,2,Fatal,28.725835,77.119
2144,2024-12-16,20:55,Monday,Mumbai,Urban,Truck,Wet,Night,1,Fatal,19.063703,72.909805
2145,2024-11-12,10:13,Tuesday,Delhi,Highway,Car,Wet,Day,2,Serious,28.737412,77.116043
2146,2024-09-02,07:04,Monday,Bangalore,Highway,Car,Wet,Day,4,Serious,12.989967,77.593778
2147,2024-02-23,07:00,Friday,Chennai,Highway,Truck,Dry,Day,3,Serious,13.109917,80.28602
2148,2024-06-14,04:00,Friday,Bangalore,Urban,Bus,Dry,Night,4,Minor,12.98771,77.595472
2149,2024-05-26,21:25,Sunday,Mumbai,Highway,Bus,Damaged,Night,3,Fatal,19.064612,72.859083
2150,2024-05-21,15:02,Tuesday,Delhi,Rural,Truck,Damaged,Day,1,Minor,28.734028,77.146178
2151,2024-12-03,02:23,Tuesday,Bangalore,Rural,Truck,Dry,Night,1,Serious,12.978223,77.636431
2152,2024-06-24,10:27,Monday,Delhi,Urban,Car,Damaged,Day,4,Minor,28.713343,77.073652
2153,2024-06-13,14:35,Thursday,Chennai,Rural,Bike,Dry,Day,4,Minor,13.113043,80.30182
2154,2024-01-10,08:10,Wednesday,Chennai,Urban,Car,Dry,Day,4,Minor,13.042309,80.293596
2155,2024-02-15,04:19,Thursday,Bangalore,Urban,Bike,Damaged,Night,4,Serious,13.012194,77.60663
2156,2024-08-24,17:36,Saturday,Chennai,Rural,Car,Damaged,Day,4,Minor,13.054262,80.237197
2157,2024-09-08,15:14,Sunday,Bangalore,Highway,Bike,Dry,Day,4,Serious,12.986803,77.612095
2158,2024-01-15,14:21,Monday,Chennai,Highway,Bus,Wet,Day,2,Serious,13.116766,80.314297
2159,2024-11-19,21:36,Tuesday,Delhi,Urban,Car,Damaged,Night,1,Serious,28.717097,77.090723
2160,2024-06-07,06:01,Friday,Delhi,Urban,Bike,Dry,Day,2,Minor,28.658668,77.064605
2161,2024-02-05,11:53,Monday,Bangalore,Rural,Bus,Wet,Day,3,Minor,13.020919,77.600904
2162,2024-08-21,09:30,Wednesday,Bangalore,Highway,Car,Dry,Day,2,Minor,12.963686,77.600726
2163,2024-07-21,09:19,Sunday,Chennai,Rural,Bus,Wet,Day,4,Minor,13.092009,80.313036
2164,2024-02-15,13:52,Thursday,Mumbai,Rural,Truck,Wet,Day,1,Serious,19.051693,72.860763
2165,2024-01-12,13:15,Friday,Delhi,Rural,Bike,Wet,Day,2,Serious,28.657864,77.126411
2166,2024-05-19,18:27,Sunday,Mumbai,Rural,Bus,Dry,Day,1,Minor,19.114273,72.884243
2167,2024-07-02,04:36,Tuesday,Chennai,Urban,Truck,Dry,Night,1,Serious,13.102172,80.280056
2168,2024-01-05,05:23,Friday,Delhi,Urban,Bike,Damaged,Night,2,Serious,28.700367,77.119942
2169,2024-08-06,09:15,Tuesday,Bangalore,Rural,Truck,Damaged,Day,3,Minor,12.982772,77.579468
2170,2024-05-24,13:42,Friday,Chennai,Urban,Truck,Wet,Day,3,Serious,13.120166,80.31491
2171,2024-05-29,23:14,Wednesday,Delhi,Highway,Truck,Dry,Night,3,Fatal,28.715299,77.092052
2172,2024-11-04,18:15,Monday,Mumbai,Highway,Truck,Wet,Day,4,Fatal,19.054509,72.885192
2173,2024-05-18,13:16,Saturday,Bangalore,Highway,Bike,Dry,Day,2,Serious,12.926374,77.577419
2174,2024-08-03,04:38,Saturday,Chennai,Highway,Bike,Damaged,Night,3,Fatal,13.042676,80.236469
2175,2024-01-05,18:28,Friday,Mumbai,Urban,Bike,Dry,Day,4,Minor,19.102168,72.875593
2176,2024-06-03,16:22,Monday,Mumbai,Rural,Bus,Wet,Day,3,Minor,19.073262,72.886261
2177,2024-03-05,01:15,Tuesday,Bangalore,Urban,Truck,Wet,Night,4,Fatal,13.006426,77.58275
2178,2024-02-02,04:46,Friday,Mumbai,Highway,Car,Dry,Night,2,Serious,19.115724,72.915164
2179,2024-02-24,04:49,Saturday,Bangalore,Urban,Bus,Wet,Night,4,Serious,13.008032,77.597477
2180,2024-10-31,12:12,Thursday,Delhi,Highway,Truck,Damaged,Day,4,Serious,28.750484,77.108038
2181,2024-08-08,02:59,Thursday,Mumbai,Urban,Truck,Damaged,Night,3,Serious,19.081255,72.846615
2182,2024-12-22,10:25,Sunday,Chennai,Urban,Car,Dry,Day,2,Minor,13.126155,80.275773
2183,2024-01-25,06:18,Thursday,Mumbai,Urban,Bus,Dry,Day,2,Minor,19.029349,72.852566
2184,2024-06-07,14:18,Friday,Mumbai,Rural,Bus,Dry,Day,1,Minor,19.027872,72.850899
2185,2024-08-18,22:37,Sunday,Chennai,Highway,Bus,Damaged,Night,1,Fatal,13.035967,80.299847
2186,2024-11-29,10:45,Friday,Mumbai,Highway,Truck,Wet,Day,1,Fatal,19.041299,72.908172
2187,2024-02-15,20:42,Thursday,Chennai,Rural,Truck,Dry,Night,4,Serious,13.05905,80.320055
2188,2024-06-03,06:53,Monday,Delhi,Urban,Bike,Dry,Day,3,Minor,28.748825,77.068837
2189,2024-10-13,19:17,Sunday,Chennai,Rural,Truck,Dry,Night,4,Serious,13.107861,80.293683
2190,2024-03-22,06:12,Friday,Mumbai,Highway,Bike,Damaged,Day,2,Serious,19.026932,72.829324
2191,2024-06-18,12:36,Tuesday,Bangalore,Urban,Bike,Dry,Day,2,Minor,12.923797,77.564327
2192,2024-07-28,14:28,Sunday,Bangalore,Highway,Car,Damaged,Day,4,Serious,12.999931,77.58112
2193,2024-01-06,14:54,Saturday,Chennai,Urban,Bus,Damaged,Day,3,Minor,13.10779,80.252219
2194,2024-01-30,05:17,Tuesday,Delhi,Urban,Car,Dry,Night,2,Minor,28.745124,77.125972
2195,2024-10-11,08:52,Friday,Chennai,Urban,Bike,Dry,Day,2,Minor,13.059785,80.31249
2196,2024-03-08,01:08,Friday,Delhi,Rural,Car,Damaged,Night,1,Serious,28.663187,77.12427
2197,2024-03-24,21:51,Sunday,Mumbai,Rural,Car,Wet,Night,1,Serious,19.069935,72.915567
2198,2024-07-30,08:42,Tuesday,Chennai,Highway,Car,Wet,Day,4,Serious,13.064811,80.246745
2199,2024-02-24,19:50,Saturday,Mumbai,Rural,Car,Wet,Night,3,Serious,19.089982,72.850439
2200,2024-08-13,04:50,Tuesday,Chennai,Highway,Bike,Wet,Night,1,Fatal,13.050688,80.252366
2201,2024-01-21,18:50,Sunday,Delhi,Rural,Bus,Damaged,Day,3,Minor,28.725361,77.143986
2202,2024-03-16,07:31,Saturday,Mumbai,Highway,Bike,Wet,Day,1,Fatal,19.105443,72.837673
2203,2024-02-13,02:03,Tuesday,Bangalore,Highway,Bus,Damaged,Night,1,Fatal,12.945171,77.579266
2204,2024-12-18,17:26,Wednesday,Bangalore,Highway,Car,Wet,Day,1,Serious,13.007895,77.593073
2205,2024-12-21,01:51,Saturday,Mumbai,Highway,Bike,Wet,Night,1,Fatal,19.084776,72.889643
2206,2024-05-08,22:22,Wednesday,Mumbai,Highway,Truck,Damaged,Night,1,Fatal,19.075399,72.844966
2207,2024-03-13,15:24,Wednesday,Delhi,Urban,Bike,Damaged,Day,4,Minor,28.672279,77.054646
2208,2024-05-28,04:09,Tuesday,Bangalore,Rural,Bike,Wet,Night,3,Fatal,12.99011,77.570667
2209,2024-11-26,12:54,Tuesday,Mumbai,Urban,Car,Damaged,Day,2,Minor,19.046236,72.85669
2210,2024-06-03,14:56,Monday,Bangalore,Rural,Bus,Damaged,Day,3,Minor,12.922774,77.591062
2211,2024-03-26,00:55,Tuesday,Delhi,Highway,Bus,Damaged,Night,3,Fatal,28.661237,77.129109
2212,2024-06-09,06:50,Sunday,Chennai,Rural,Truck,Damaged,Day,2,Minor,13.072426,80.284166
2213,2024-04-17,05:56,Wednesday,Delhi,Rural,Bike,Wet,Night,2,Fatal,28.699335,77.102301
2214,2024-06-12,05:10,Wednesday,Delhi,Highway,Bike,Dry,Night,4,Fatal,28.662155,77.092437
2215,2024-10-04,02:09,Friday,Mumbai,Urban,Truck,Damaged,Night,2,Serious,19.041091,72.856284
2216,2024-02-06,10:59,Tuesday,Chennai,Urban,Car,Dry,Day,3,Minor,13.06428,80.287184
2217,2024-10-24,12:14,Thursday,Chennai,Urban,Bus,Damaged,Day,2,Minor,13.097275,80.237936
2218,2024-11-14,23:18,Thursday,Mumbai,Urban,Bus,Wet,Night,1,Serious,19.059522,72.853621
2219,2024-09-20,00:41,Friday,Delhi,Urban,Bike,Dry,Night,1,Serious,28.676404,77.106331
2220,2024-01-21,01:17,Sunday,Mumbai,Highway,Bike,Dry,Night,1,Fatal,19.043678,72.842884
2221,2024-03-29,02:23,Friday,Delhi,Highway,Car,Damaged,Night,3,Fatal,28.707933,77.139473
2222,2024-10-05,13:34,Saturday,Chennai,Rural,Truck,Dry,Day,1,Minor,13.109058,80.231674
2223,2024-06-16,08:35,Sunday,Bangalore,Rural,Truck,Wet,Day,2,Serious,13.005317,77.611972
2224,2024-01-22,12:11,Monday,Chennai,Rural,Bus,Dry,Day,3,Minor,13.084778,80.298294
2225,2024-07-17,20:25,Wednesday,Delhi,Rural,Truck,Damaged,Night,1,Serious,28.713679,77.124922
2226,2024-04-21,09:42,Sunday,Mumbai,Urban,Bike,Damaged,Day,4,Minor,19.106866,72.845605
2227,2024-04-08,05:01,Monday,Delhi,Highway,Car,Dry,Night,3,Serious,28.67041,77.077794
2228,2024-04-21,03:18,Sunday,Chennai,Highway,Car,Dry,Night,4,Serious,13.11897,80.265351
2229,2024-07-27,18:39,Saturday,Delhi,Highway,Car,Damaged,Day,2,Serious,28.705469,77.072416
2230,2024-10-08,00:03,Tuesday,Mumbai,Rural,Bus,Wet,Night,1,Serious,19.09975,72.902213
2231,2024-12-27,00:03,Friday,Bangalore,Rural,Bike,Damaged,Night,2,Serious,12.975524,77.563939
2232,2024-07-21,06:55,Sunday,Bangalore,Urban,Truck,Damaged,Day,1,Minor,12.954264,77.562546
2233,2024-05-05,16:57,Sunday,Mumbai,Highway,Car,Wet,Day,2,Serious,19.11849,72.911945
2234,2024-11-11,05:42,Monday,Bangalore,Urban,Bus,Wet,Night,4,Serious,12.938001,77.590339
2235,2024-08-11,07:54,Sunday,Mumbai,Urban,Bike,Damaged,Day,4,Minor,19.093317,72.915976
2236,2024-04-14,06:52,Sunday,Chennai,Rural,Car,Damaged,Day,3,Minor,13.0962,80.309027
2237,2024-10-04,12:11,Friday,Chennai,Rural,Car,Dry,Day,4,Minor,13.087915,80.317213
2238,2024-02-25,00:04,Sunday,Mumbai,Urban,Bike,Dry,Night,2,Serious,19.09769,72.842935
2239,2024-12-10,17:54,Tuesday,Mumbai,Rural,Bike,Wet,Day,1,Serious,19.078835,72.860237
2240,2024-12-24,00:25,Tuesday,Chennai,Rural,Bus,Dry,Night,1,Minor,13.074949,80.283615
2241,2024-07-08,18:10,Monday,Bangalore,Highway,Car,Damaged,Day,3,Serious,12.946336,77.552106
2242,2024-03-06,14:38,Wednesday,Chennai,Rural,Car,Wet,Day,1,Minor,13.067934,80.280042
2243,2024-10-23,17:41,Wednesday,Mumbai,Highway,Truck,Wet,Day,4,Fatal,19.04382,72.895256
2244,2024-03-18,22:25,Monday,Chennai,Rural,Bus,Damaged,Night,4,Serious,13.109072,80.281864
2245,2024-06-30,18:53,Sunday,Bangalore,Urban,Truck,Wet,Day,2,Serious,12.952405,77.595323
2246,2024-10-16,05:21,Wednesday,Delhi,Urban,Truck,Damaged,Night,4,Serious,28.716927,77.053403
2247,2024-08-15,23:19,Thursday,Mumbai,Highway,Car,Wet,Night,3,Fatal,19.08874,72.841972
2248,2024-11-12,13:27,Tuesday,Delhi,Urban,Bus,Damaged,Day,4,Minor,28.702543,77.108744
2249,2024-10-10,19:29,Thursday,Delhi,Highway,Bus,Wet,Night,3,Fatal,28.722658,77.137561
2250,2024-05-25,12:17,Saturday,Bangalore,Highway,Bike,Damaged,Day,3,Serious,12.932854,77.590804
2251,2024-05-27,14:33,Monday,Delhi,Urban,Bus,Damaged,Day,1,Minor,28.753824,77.081797
2252,2024-10-26,17:01,Saturday,Delhi,Rural,Truck,Dry,Day,2,Minor,28.720388,77.103977
2253,2024-07-20,00:20,Saturday,Mumbai,Urban,Car,Dry,Night,4,Minor,19.039954,72.873568
2254,2024-07-22,12:18,Monday,Bangalore,Urban,Bike,Wet,Day,3,Serious,12.957457,77.555037
2255,2024-04-23,00:35,Tuesday,Mumbai,Highway,Car,Wet,Night,4,Fatal,19.056512,72.90918
2256,2024-10-09,07:39,Wednesday,Chennai,Rural,Car,Damaged,Day,3,Minor,13.074299,80.307249
2257,2024-01-08,04:59,Monday,Chennai,Rural,Car,Dry,Night,1,Minor,13.053985,80.288666
2258,2024-07-18,21:25,Thursday,Bangalore,Highway,Truck,Damaged,Night,2,Fatal,12.923329,77.641424
2259,2024-07-02,12:18,Tuesday,Bangalore,Highway,Truck,Damaged,Day,2,Serious,13.004147,77.642475
2260,2024-12-06,09:27,Friday,Chennai,Highway,Car,Damaged,Day,4,Serious,13.124098,80.311927
2261,2024-11-30,03:33,Saturday,Chennai,Urban,Bus,Damaged,Night,1,Serious,13.035823,80.283802
2262,2024-04-14,13:23,Sunday,Bangalore,Urban,Bike,Wet,Day,3,Serious,12.951902,77.641493
2263,2024-03-08,19:38,Friday,Bangalore,Rural,Bus,Wet,Night,3,Serious,13.017069,77.600463
2264,2024-07-24,11:10,Wednesday,Delhi,Urban,Bus,Dry,Day,2,Minor,28.665783,77.143516
2265,2024-11-08,19:27,Friday,Chennai,Urban,Truck,Wet,Night,2,Fatal,13.051124,80.306211
2266,2024-03-04,19:00,Monday,Delhi,Urban,Bike,Damaged,Night,3,Serious,28.698058,77.05544
2267,2024-09-12,09:30,Thursday,Chennai,Rural,Truck,Damaged,Day,3,Minor,13.069937,80.242984
2268,2024-08-11,10:10,Sunday,Bangalore,Urban,Bike,Wet,Day,1,Serious,12.97051,77.552784
2269,2024-03-11,09:21,Monday,Delhi,Urban,Car,Dry,Day,1,Minor,28.654432,77.077414
2270,2024-03-06,21:11,Wednesday,Bangalore,Urban,Bus,Dry,Night,2,Minor,12.984931,77.590931
2271,2024-03-21,13:49,Thursday,Delhi,Highway,Bike,Damaged,Day,3,Serious,28.709669,77.123737
2272,2024-06-13,17:20,Thursday,Mumbai,Urban,Truck,Dry,Day,3,Minor,19.039994,72.913622
2273,2024-02-21,12:07,Wednesday,Delhi,Rural,Truck,Damaged,Day,1,Minor,28.698963,77.057974
2274,2024-01-27,16:54,Saturday,Bangalore,Rural,Truck,Damaged,Day,1,Minor,12.947433,77.590011
2275,2024-05-17,15:14,Friday,Delhi,Highway,Bike,Wet,Day,2,Fatal,28.683856,77.139885
2276,2024-05-31,03:53,Friday,Chennai,Urban,Truck,Damaged,Night,3,Serious,13.102933,80.318698
2277,2024-08-23,06:16,Friday,Delhi,Highway,Bike,Dry,Day,3,Serious,28.677237,77.103555
2278,2024-01-16,07:12,Tuesday,Bangalore,Highway,Bike,Wet,Day,1,Fatal,13.008985,77.551465
2279,2024-04-12,07:52,Friday,Mumbai,Rural,Car,Damaged,Day,4,Minor,19.076603,72.916662
2280,2024-10-12,02:22,Saturday,Mumbai,Rural,Bus,Dry,Night,1,Minor,19.054524,72.883185
2281,2024-04-04,10:43,Thursday,Bangalore,Rural,Bike,Dry,Day,4,Minor,12.990751,77.585459
2282,2024-12-04,06:59,Wednesday,Delhi,Highway,Bike,Wet,Day,1,Fatal,28.664253,77.108953
2283,2024-02-24,11:27,Saturday,Chennai,Urban,Truck,Wet,Day,4,Serious,13.082356,80.294222
2284,2024-08-14,23:24,Wednesday,Mumbai,Highway,Bus,Damaged,Night,1,Fatal,19.124694,72.850148
2285,2024-07-21,04:37,Sunday,Delhi,Rural,Bus,Wet,Night,3,Serious,28.659366,77.111254
2286,2024-10-26,00:44,Saturday,Bangalore,Urban,Car,Damaged,Night,3,Serious,12.969569,77.602344
2287,2024-09-29,07:53,Sunday,Delhi,Urban,Car,Damaged,Day,1,Minor,28.70813,77.09346
2288,2024-09-24,09:57,Tuesday,Delhi,Urban,Truck,Wet,Day,3,Serious,28.727712,77.10396
2289,2024-09-21,09:39,Saturday,Chennai,Highway,Truck,Wet,Day,2,Fatal,13.088804,80.308384
2290,2024-09-08,10:40,Sunday,Delhi,Highway,Bike,Damaged,Day,1,Serious,28.738359,77.057634
2291,2024-03-14,02:28,Thursday,Chennai,Highway,Car,Dry,Night,3,Serious,13.085582,80.239453
2292,2024-11-07,14:57,Thursday,Bangalore,Rural,Car,Wet,Day,3,Minor,13.01319,77.570869
2293,2024-06-17,03:50,Monday,Delhi,Urban,Bus,Wet,Night,2,Serious,28.706407,77.091622
2294,2024-09-24,03:05,Tuesday,Mumbai,Highway,Bike,Damaged,Night,1,Fatal,19.046992,72.877978
2295,2024-08-10,17:07,Saturday,Bangalore,Highway,Bike,Damaged,Day,4,Serious,13.005029,77.552579
2296,2024-06-21,18:00,Friday,Bangalore,Highway,Bike,Dry,Day,4,Serious,12.968401,77.549299
2297,2024-06-10,04:35,Monday,Chennai,Rural,Bike,Dry,Night,3,Serious,13.041643,80.303606
2298,2024-06-09,23:32,Sunday,Bangalore,Highway,Bus,Damaged,Night,1,Fatal,12.99848,77.611494
2299,2024-04-09,04:43,Tuesday,Chennai,Urban,Car,Dry,Night,2,Minor,13.111426,80.228682
2300,2024-05-07,17:08,Tuesday,Chennai,Rural,Bike,Damaged,Day,3,Minor,13.067656,80.245035
2301,2024-08-06,01:36,Tuesday,Bangalore,Highway,Truck,Damaged,Night,1,Fatal,13.007159,77.616318
2302,2024-01-22,09:20,Monday,Bangalore,Urban,Truck,Dry,Day,4,Minor,12.942258,77.551568
2303,2024-06-24,22:50,Monday,Chennai,Urban,Bus,Wet,Night,2,Serious,13.124201,80.228587
2304,2024-12-19,11:32,Thursday,Chennai,Highway,Bike,Dry,Day,3,Serious,13.056899,80.282568
2305,2024-12-26,00:40,Thursday,Delhi,Highway,Truck,Wet,Night,1,Fatal,28.690772,77.148063
2306,2024-08-18,21:15,Sunday,Bangalore,Highway,Truck,Wet,Night,4,Fatal,12.945541,77.593334
2307,2024-04-05,11:22,Friday,Bangalore,Urban,Bus,Wet,Day,2,Minor,12.960889,77.612484
2308,2024-01-22,21:08,Monday,Mumbai,Rural,Bus,Dry,Night,4,Minor,19.028817,72.843541
2309,2024-10-31,13:49,Thursday,Chennai,Rural,Car,Wet,Day,2,Minor,13.062199,80.272824
2310,2024-07-12,08:16,Friday,Bangalore,Highway,Bus,Dry,Day,1,Minor,13.01093,77.606945
2311,2024-12-22,14:20,Sunday,Mumbai,Rural,Truck,Wet,Day,3,Serious,19.030285,72.86503
2312,2024-03-04,01:12,Monday,Bangalore,Urban,Bus,Dry,Night,1,Minor,12.948006,77.593261
2313,2024-04-16,13:08,Tuesday,Bangalore,Rural,Truck,Damaged,Day,3,Minor,12.966929,77.597487
2314,2024-10-23,07:37,Wednesday,Delhi,Urban,Car,Damaged,Day,4,Minor,28.711613,77.05699
2315,2024-09-10,12:16,Tuesday,Bangalore,Highway,Bike,Dry,Day,3,Serious,13.015448,77.595515
2316,2024-05-18,10:48,Saturday,Delhi,Urban,Bike,Wet,Day,4,Serious,28.667678,77.101596
