accident_id,date,time,city,area_type,vehicle_type,road_condition,light_condition,vehicles_involved,severity,latitude,longitude
2110,2024-02-12,04:19,Mumbai,Highway,Bike,Damaged,Night,2,Fatal,19.08902,72.854569
2111,2024-03-25,18:14,Chennai,Urban,Car,Dry,Day,3,Minor,13.091591,80.295393
2112,2024-05-30,17:13,Chennai,Urban,Bus,Dry,Day,1,Minor,13.062993,80.289412
2113,2024-08-04,06:17,Chennai,Urban,Bus,Damaged,Day,2,Minor,13.084488,80.258247
2114,2024-10-26,03:13,Chennai,Highway,Car,Damaged,Night,4,Fatal,13.104342,80.233748
2115,2024-07-03,17:27,Chennai,Urban,Bike,Damaged,Day,4,Minor,13.053555,80.303825
2116,2024-05-28,03:21,Delhi,Highway,Car,Damaged,Night,3,Fatal,28.720301,77.084762
2117,2024-07-02,19:28,Mumbai,Highway,Bus,Wet,Night,4,Fatal,19.122304,72.854819
2118,2024-04-26,18:01,Chennai,Urban,Bus,Damaged,Day,2,Minor,13.101185,80.260245
2119,2024-02-06,10:54,Mumbai,Rural,Car,Dry,Day,3,Minor,19.078582,72.861753
2120,2024-04-24,11:29,Mumbai,Highway,Bike,Wet,Day,3,Fatal,19.073406,72.912021
2121,2024-07-18,02:16,Mumbai,Rural,Truck,Wet,Night,3,Serious,19.092084,72.848542
2122,2024-05-01,12:30,Mumbai,Highway,Car,Dry,Day,1,Minor,19.079464,72.849797
2123,2024-10-09,09:07,Mumbai,Rural,Car,Dry,Day,4,Minor,19.067372,72.864673
2124,2024-01-30,22:31,Mumbai,Rural,Bus,Damaged,Night,4,Serious,19.056025,72.897261
2125,2024-11-26,13:19,Delhi,Urban,Bus,Wet,Day,4,Minor,28.682076,77.089489
2126,2024-08-23,06:33,Bangalore,Urban,Truck,Dry,Day,1,Minor,13.011241,77.640467
2127,2024-05-14,11:48,Chennai,Rural,Truck,Dry,Day,3,Minor,13.094129,80.28576
2128,2024-10-09,17:55,Delhi,Rural,Bike,Damaged,Day,2,Minor,28.696372,77.058023
2129,2024-01-28,07:26,Mumbai,Highway,Bike,Dry,Day,2,Serious,19.028216,72.832195
2130,2024-03-08,03:55,Chennai,Rural,Car,Wet,Night,2,Serious,13.054637,80.291072
2131,2024-05-14,05:38,Mumbai,Highway,Truck,Dry,Night,4,Serious,19.063096,72.846879
2132,2024-11-14,06:08,Delhi,Rural,Car,Wet,Day,1,Minor,28.702138,77.089738
2133,2024-09-26,08:02,Delhi,Highway,Car,Dry,Day,2,Minor,28.662033,77.05711
2134,2024-05-13,10:57,Bangalore,Rural,Bus,Dry,Day,4,Minor,12.975768,77.570173
2135,2024-03-07,12:19,Delhi,Rural,Car,Wet,Day,1,Minor,28.688624,77.132111
2136,2024-04-18,13:19,Chennai,Rural,Bus,Dry,Day,3,Minor,13.07166,80.246526
2137,2024-08-21,21:00,Delhi,Urban,Bike,Wet,Night,3,Fatal,28.667986,77.097319
2138,2024-01-19,20:47,Chennai,Urban,Bike,Wet,Night,3,Fatal,13.042958,80.227887
2139,2024-05-09,18:20,Bangalore,Highway,Bus,Dry,Day,3,Minor,12.929194,77.621609
2140,2024-12-20,18:39,Delhi,Highway,Bus,Dry,Day,1,Minor,28.675672,77.145948
2141,2024-12-13,02:18,Chennai,Urban,Bus,Damaged,Night,3,Serious,13.111819,80.262601
2142,2024-07-11,06:16,Bangalore,Rural,Car,Damaged,Day,2,Minor,12.980377,77.595987
2143,2024-04-24,05:16,Delhi,Highway,Truck,Damaged,Night,2,Fatal,28.704144,77.109028
2144,2024-02-26,10:26,Chennai,Rural,Car,Dry,Day,3,Minor,13.112558,80.224018
2145,2024-02-28,01:24,Bangalore,Highway,Bus,Damaged,Night,4,Fatal,13.004107,77.561866
2146,2024-12-06,11:01,Delhi,Urban,Truck,Damaged,Day,2,Minor,28.695936,77.106687
2147,2024-08-28,18:46,Delhi,Rural,Bus,Dry,Day,2,Minor,28.667889,77.062592
2148,2024-01-22,02:28,Chennai,Highway,Truck,Wet,Night,4,Fatal,13.109858,80.23025
2149,2024-10-14,01:15,Delhi,Rural,Car,Wet,Night,3,Serious,28.721683,77.122351
2150,2024-02-16,19:08,Bangalore,Highway,Bus,Dry,Night,1,Serious,12.939106,77.611713
2151,2024-12-08,09:52,Bangalore,Highway,Bus,Wet,Day,4,Serious,12.960617,77.56701
2152,2024-08-24,17:06,Chennai,Rural,Bike,Damaged,Day,1,Minor,13.068187,80.251452
2153,2024-11-24,20:18,Chennai,Rural,Car,Wet,Night,2,Serious,13.035208,80.291915
2154,2024-03-28,10:51,Delhi,Rural,Bus,Dry,Day,2,Minor,28.749454,77.083208
2155,2024-02-12,15:59,Mumbai,Highway,Bike,Wet,Day,3,Fatal,19.099265,72.875427
2156,2024-12-28,11:09,Delhi,Urban,Car,Damaged,Day,1,Minor,28.660519,77.059028
2157,2024-02-26,09:47,Delhi,Rural,Car,Damaged,Day,2,Minor,28.654107,77.141761
2158,2024-02-28,09:17,Mumbai,Highway,Car,Damaged,Day,3,Serious,19.091512,72.919405
2159,2024-02-13,19:30,Mumbai,Rural,Car,Damaged,Night,4,Serious,19.057606,72.850511
2160,2024-02-20,01:08,Mumbai,Rural,Car,Wet,Night,2,Serious,19.077194,72.852776
2161,2024-05-19,07:07,Bangalore,Rural,Car,Dry,Day,2,Minor,12.943986,77.601722
2162,2024-06-03,23:24,Chennai,Rural,Bus,Damaged,Night,3,Serious,13.075984,80.278096
2163,2024-06-19,09:56,Bangalore,Rural,Truck,Damaged,Day,1,Minor,12.973579,77.59342
2164,2024-07-10,13:05,Mumbai,Highway,Truck,Wet,Day,2,Serious,19.069273,72.895915
2165,2024-12-11,01:28,Chennai,Highway,Bike,Dry,Night,2,Fatal,13.051765,80.249705
2166,2024-01-21,05:35,Chennai,Highway,Bike,Wet,Night,1,Fatal,13.08228,80.308776
2167,2024-01-03,20:37,Bangalore,Urban,Bus,Wet,Night,3,Serious,12.995501,77.603137
2168,2024-09-05,17:41,Bangalore,Highway,Bus,Wet,Day,2,Serious,13.021303,77.560746
2169,2024-05-21,12:44,Mumbai,Urban,Truck,Dry,Day,2,Minor,19.047836,72.85425
2170,2024-07-08,13:47,Bangalore,Rural,Car,Dry,Day,3,Minor,13.010549,77.617896
2171,2024-09-15,01:36,Mumbai,Highway,Bike,Wet,Night,4,Fatal,19.084778,72.920822
2172,2024-10-28,01:49,Chennai,Urban,Bus,Wet,Night,1,Serious,13.131933,80.290496
2173,2024-06-06,22:59,Bangalore,Rural,Bike,Dry,Night,3,Serious,12.95793,77.606693
2174,2024-09-16,23:27,Bangalore,Highway,Car,Dry,Night,4,Serious,12.968621,77.643727
2175,2024-03-05,10:31,Mumbai,Rural,Bus,Damaged,Day,4,Minor,19.064485,72.8377
2176,2024-09-05,06:33,Delhi,Highway,Truck,Damaged,Day,2,Serious,28.745155,77.129765
2177,2024-05-29,03:20,Chennai,Highway,Bus,Dry,Night,3,Serious,13.071943,80.225826
2178,2024-03-12,05:38,Delhi,Rural,Bike,Wet,Night,2,Fatal,28.685669,77.056409
2179,2024-10-20,01:48,Chennai,Urban,Truck,Damaged,Night,1,Serious,13.08565,80.236127
2180,2024-12-11,12:32,Chennai,Rural,Truck,Dry,Day,2,Minor,13.092584,80.240381
2181,2024-04-01,18:24,Bangalore,Urban,Truck,Damaged,Day,2,Minor,13.012881,77.609079
2182,2024-03-28,16:09,Bangalore,Highway,Bike,Wet,Day,4,Fatal,12.952851,77.591196
2183,2024-09-29,13:53,Bangalore,Urban,Truck,Damaged,Day,3,Minor,13.012726,77.546797
2184,2024-05-15,06:02,Mumbai,Highway,Truck,Dry,Day,1,Minor,19.096945,72.858934
2185,2024-04-10,03:02,Delhi,Highway,Truck,Damaged,Night,4,Fatal,28.725398,77.150132
2186,2024-08-14,11:19,Mumbai,Highway,Car,Damaged,Day,1,Serious,19.051128,72.870448
2187,2024-10-15,09:02,Bangalore,Urban,Car,Damaged,Day,3,Minor,12.999061,77.583616
2188,2024-10-04,16:58,Mumbai,Highway,Truck,Wet,Day,1,Serious,19.081223,72.893387
2189,2024-12-19,06:34,Delhi,Highway,Car,Dry,Day,3,Minor,28.700068,77.075642
2190,2024-11-29,14:41,Delhi,Rural,Car,Dry,Day,3,Minor,28.715605,77.127769
2191,2024-09-16,19:56,Mumbai,Urban,Car,Dry,Night,4,Minor,19.105603,72.85881
2192,2024-09-12,12:35,Mumbai,Highway,Car,Dry,Day,4,Minor,19.091943,72.899492
2193,2024-12-12,18:53,Delhi,Highway,Bike,Dry,Day,4,Serious,28.73035,77.089739
2194,2024-07-05,04:45,Chennai,Urban,Truck,Dry,Night,4,Minor,13.08394,80.292232
2195,2024-01-26,20:17,Chennai,Highway,Bus,Damaged,Night,2,Fatal,13.08947,80.230089
2196,2024-04-07,13:09,Mumbai,Urban,Car,Dry,Day,3,Minor,19.036893,72.840634
2197,2024-12-08,02:27,Delhi,Rural,Bike,Damaged,Night,3,Serious,28.70043,77.098998
2198,2024-10-24,06:29,Mumbai,Rural,Bus,Dry,Day,2,Minor,19.028542,72.885392
2199,2024-08-05,10:20,Chennai,Urban,Bike,Damaged,Day,2,Minor,13.121329,80.280063
2200,2024-05-10,02:03,Bangalore,Rural,Truck,Wet,Night,2,Serious,13.016287,77.548227
2201,2024-12-05,11:35,Chennai,Urban,Bus,Dry,Day,3,Minor,13.051048,80.235156
2202,2024-12-27,12:44,Bangalore,Highway,Truck,Damaged,Day,3,Serious,12.942444,77.627402
2203,2024-07-07,14:54,Mumbai,Highway,Truck,Dry,Day,4,Minor,19.083361,72.833479
2204,2024-01-26,16:14,Chennai,Highway,Bike,Damaged,Day,1,Serious,13.087839,80.312707
2205,2024-03-26,02:46,Chennai,Highway,Car,Damaged,Night,1,Fatal,13.09972,80.222273
2206,2024-08-17,16:09,Bangalore,Highway,Truck,Dry,Day,2,Minor,12.937062,77.560447
2207,2024-04-19,04:57,Bangalore,Rural,Car,Damaged,Night,2,Serious,13.020636,77.600168
2208,2024-01-10,20:08,Mumbai,Rural,Bike,Wet,Night,3,Fatal,19.060058,72.909599
2209,2024-04-02,05:55,Chennai,Rural,Bike,Wet,Night,4,Fatal,13.084565,80.279961
2210,2024-10-13,11:10,Delhi,Highway,Car,Wet,Day,4,Serious,28.720401,77.144481
2211,2024-02-12,13:40,Delhi,Highway,Bus,Damaged,Day,2,Serious,28.71454,77.075364
2212,2024-05-20,21:59,Chennai,Rural,Bus,Wet,Night,3,Serious,13.056224,80.314437
2213,2024-08-28,04:41,Mumbai,Urban,Bike,Dry,Night,4,Serious,19.045581,72.892046
2214,2024-01-28,18:49,Bangalore,Urban,Bike,Damaged,Day,3,Minor,12.97581,77.615327
2215,2024-04-12,15:59,Chennai,Highway,Bike,Wet,Day,3,Fatal,13.085139,80.249805
2216,2024-03-25,01:04,Mumbai,Highway,Truck,Damaged,Night,1,Fatal,19.117436,72.894441
2217,2024-01-20,01:07,Chennai,Rural,Truck,Damaged,Night,3,Serious,13.078059,80.235395
2218,2024-07-26,19:27,Bangalore,Urban,Bus,Wet,Night,3,Serious,12.927076,77.629043
2219,2024-08-25,18:40,Chennai,Urban,Truck,Dry,Day,1,Minor,13.077711,80.260816
2220,2024-12-11,14:29,Bangalore,Urban,Bike,Dry,Day,3,Minor,12.943087,77.630317
2221,2024-02-22,17:33,Mumbai,Urban,Truck,Wet,Day,1,Minor,19.069369,72.927099
2222,2024-12-10,11:18,Chennai,Urban,Bike,Damaged,Day,4,Minor,13.047846,80.260476
2223,2024-07-15,22:39,Delhi,Urban,Truck,Wet,Night,1,Serious,28.717516,77.054622
2224,2024-01-02,23:10,Mumbai,Rural,Truck,Wet,Night,1,Serious,19.059461,72.858067
2225,2024-07-22,04:11,Delhi,Rural,Car,Wet,Night,4,Serious,28.693237,77.102138
2226,2024-04-18,03:07,Delhi,Highway,Bus,Dry,Night,2,Serious,28.70737,77.108143
2227,2024-06-22,16:21,Bangalore,Rural,Car,Dry,Day,1,Minor,12.956848,77.595388
2228,2024-04-15,09:27,Delhi,Urban,Car,Wet,Day,1,Minor,28.695223,77.122844
2229,2024-04-08,12:09,Chennai,Urban,Car,Wet,Day,2,Minor,13.081205,80.228552
2230,2024-09-27,21:08,Bangalore,Rural,Truck,Dry,Night,3,Minor,12.974555,77.549789
2231,2024-06-18,16:45,Bangalore,Rural,Bus,Damaged,Day,1,Minor,12.940938,77.546217
2232,2024-04-14,22:15,Chennai,Urban,Bus,Damaged,Night,4,Serious,13.047391,80.295765
2233,2024-09-30,03:17,Bangalore,Urban,Bike,Wet,Night,1,Fatal,12.951534,77.643729
2234,2024-12-17,09:25,Bangalore,Rural,Bike,Wet,Day,2,Serious,12.944938,77.600451
2235,2024-08-22,17:54,Mumbai,Highway,Bus,Wet,Day,1,Serious,19.090602,72.920623
2236,2024-07-15,17:32,Mumbai,Highway,Bike,Damaged,Day,3,Serious,19.072097,72.858048
2237,2024-01-28,10:11,Delhi,Urban,Truck,Dry,Day,2,Minor,28.733102,77.066313
2238,2024-09-09,04:32,Bangalore,Highway,Car,Damaged,Night,1,Fatal,12.943948,77.57369
2239,2024-07-30,13:21,Mumbai,Highway,Bike,Dry,Day,2,Serious,19.08428,72.892806
2240,2024-02-14,18:20,Bangalore,Rural,Truck,Damaged,Day,3,Minor,13.01263,77.608209
2241,2024-09-08,23:38,Mumbai,Urban,Truck,Damaged,Night,2,Serious,19.119128,72.857849
2242,2024-08-18,20:25,Delhi,Rural,Bus,Dry,Night,3,Minor,28.679141,77.102629
2243,2024-02-10,18:32,Chennai,Rural,Bike,Damaged,Day,1,Minor,13.074693,80.292166
2244,2024-02-19,23:12,Bangalore,Highway,Bike,Wet,Night,1,Fatal,12.93406,77.632488
2245,2024-04-14,21:16,Delhi,Urban,Car,Damaged,Night,2,Serious,28.717853,77.136933
2246,2024-11-08,22:36,Delhi,Rural,Bus,Wet,Night,3,Serious,28.701634,77.146826
2247,2024-06-02,08:59,Bangalore,Highway,Truck,Dry,Day,1,Minor,13.014999,77.599095
2248,2024-09-24,22:39,Chennai,Highway,Truck,Damaged,Night,1,Fatal,13.095604,80.266439
2249,2024-04-16,00:32,Delhi,Urban,Bike,Wet,Night,3,Fatal,28.706991,77.099987
2250,2024-08-03,23:24,Mumbai,Urban,Truck,Wet,Night,4,Serious,19.093361,72.869121
2251,2024-03-23,10:14,Chennai,Rural,Car,Wet,Day,2,Minor,13.099298,80.23827
2252,2024-04-19,10:13,Chennai,Highway,Car,Wet,Day,3,Serious,13.067408,80.233095
2253,2024-03-02,16:39,Chennai,Highway,Bus,Dry,Day,2,Minor,13.083591,80.248829
2254,2024-08-16,05:32,Mumbai,Highway,Truck,Wet,Night,1,Fatal,19.058394,72.865855
2255,2024-03-06,13:21,Chennai,Urban,Car,Wet,Day,2,Minor,13.094169,80.265425
2256,2024-02-14,01:03,Delhi,Urban,Bus,Damaged,Night,1,Serious,28.731584,77.057778
2257,2024-11-06,11:57,Bangalore,Highway,Truck,Dry,Day,3,Minor,12.967593,77.571662
2258,2024-10-30,12:27,Mumbai,Urban,Bus,Damaged,Day,4,Minor,19.039351,72.926437
2259,2024-03-21,11:58,Chennai,Rural,Truck,Wet,Day,2,Minor,13.132097,80.248166
2260,2024-06-21,23:45,Mumbai,Rural,Truck,Dry,Night,2,Minor,19.047301,72.906588
2261,2024-04-07,18:47,Chennai,Highway,Bike,Dry,Day,4,Serious,13.049851,80.30341
2262,2024-07-18,16:14,Bangalore,Rural,Truck,Wet,Day,3,Minor,13.009708,77.579218
2263,2024-01-11,16:14,Bangalore,Rural,Truck,Damaged,Day,2,Minor,12.947575,77.594654
2264,2024-11-01,05:58,Delhi,Urban,Bike,Dry,Night,3,Serious,28.659566,77.103224
2265,2024-04-21,02:15,Chennai,Urban,Truck,Wet,Night,3,Serious,13.129257,80.295537
2266,2024-11-06,22:30,Delhi,Highway,Bike,Dry,Night,4,Fatal,28.728688,77.085331
2267,2024-10-13,12:35,Bangalore,Rural,Car,Damaged,Day,4,Minor,12.954021,77.613944
2268,2024-01-05,14:59,Chennai,Rural,Bus,Wet,Day,1,Minor,13.058646,80.239812
2269,2024-12-16,08:27,Chennai,Rural,Car,Damaged,Day,4,Minor,13.109513,80.319596
2270,2024-11-30,07:10,Bangalore,Urban,Truck,Damaged,Day,3,Minor,12.99887,77.551532
2271,2024-10-09,13:29,Delhi,Urban,Bus,Wet,Day,1,Minor,28.681205,77.145326
2272,2024-04-07,07:18,Bangalore,Urban,Bus,Wet,Day,1,Minor,12.978735,77.578229
2273,2024-06-21,22:36,Mumbai,Rural,Bus,Wet,Night,3,Serious,19.112577,72.882542
2274,2024-02-22,07:12,Chennai,Urban,Bike,Damaged,Day,4,Minor,13.109865,80.281342
2275,2024-05-06,02:50,Mumbai,Rural,Bus,Wet,Night,3,Serious,19.080915,72.874503
2276,2024-07-05,04:25,Mumbai,Highway,Bike,Damaged,Night,4,Fatal,19.064774,72.897294
2277,2024-02-06,15:26,Delhi,Rural,Bus,Damaged,Day,2,Minor,28.743491,77.088211
2278,2024-09-26,06:12,Delhi,Highway,Bike,Damaged,Day,1,Serious,28.722584,77.055693
2279,2024-10-25,09:12,Chennai,Highway,Truck,Damaged,Day,3,Serious,13.105281,80.320031
2280,2024-02-24,10:56,Delhi,Urban,Bike,Dry,Day,1,Minor,28.690029,77.070324
2281,2024-07-28,10:01,Chennai,Highway,Car,Damaged,Day,2,Serious,13.058256,80.258401
2282,2024-02-15,16:59,Bangalore,Urban,Car,Damaged,Day,1,Minor,12.969407,77.579356
2283,2024-04-26,14:04,Mumbai,Highway,Car,Wet,Day,2,Serious,19.057241,72.880594
2284,2024-11-10,16:01,Mumbai,Urban,Bike,Damaged,Day,1,Minor,19.069127,72.855754
2285,2024-03-10,04:00,Mumbai,Rural,Bus,Dry,Night,1,Minor,19.029447,72.846682
2286,2024-10-24,14:18,Mumbai,Highway,Truck,Wet,Day,2,Serious,19.114256,72.915723
2287,2024-02-29,02:48,Mumbai,Highway,Bus,Wet,Night,3,Fatal,19.110789,72.926244
2288,2024-01-10,08:27,Bangalore,Urban,Truck,Wet,Day,1,Minor,13.011531,77.605058
2289,2024-10-23,07:51,Bangalore,Urban,Bus,Wet,Day,4,Minor,12.966837,77.587752
2290,2024-04-22,13:35,Delhi,Highway,Car,Dry,Day,4,Minor,28.746661,77.140208
2291,2024-09-03,21:37,Bangalore,Rural,Bus,Wet,Night,3,Serious,12.984672,77.619623
2292,2024-01-03,09:07,Delhi,Urban,Truck,Wet,Day,4,Minor,28.730793,77.096364
2293,2024-09-09,06:31,Delhi,Urban,Truck,Damaged,Day,3,Minor,28.739429,77.112617
2294,2024-12-26,10:41,Bangalore,Highway,Truck,Dry,Day,3,Minor,12.933518,77.641854
2295,2024-08-12,04:13,Delhi,Rural,Bus,Dry,Night,4,Minor,28.666738,77.066436
2296,2024-07-28,01:00,Mumbai,Highway,Bike,Damaged,Night,1,Fatal,19.076557,72.835073
2297,2024-06-30,01:05,Bangalore,Rural,Bus,Dry,Night,2,Minor,13.000142,77.601751
2298,2024-09-08,15:50,Bangalore,Highway,Truck,Dry,Day,3,Minor,12.992662,77.638225
2299,2024-11-26,11:13,Mumbai,Urban,Car,Dry,Day,1,Minor,19.077999,72.873524
2300,2024-06-06,11:42,Bangalore,Highway,Car,Dry,Day,1,Minor,12.942435,77.637451
2301,2024-11-07,10:24,Delhi,Highway,Car,Damaged,Day,4,Serious,28.746618,77.065367
2302,2024-05-24,21:31,Mumbai,Highway,Bike,Wet,Night,2,Fatal,19.053286,72.892451
2303,2024-06-21,20:41,Delhi,Highway,Car,Damaged,Night,1,Fatal,28.739287,77.110329
2304,2024-07-23,02:07,Bangalore,Urban,Truck,Damaged,Night,1,Serious,12.958582,77.586123
2305,2024-05-13,18:22,Bangalore,Urban,Bus,Wet,Day,2,Minor,12.998047,77.63379
2306,2024-06-26,23:55,Bangalore,Rural,Truck,Dry,Night,3,Minor,13.007088,77.545976
2307,2024-11-27,12:51,Bangalore,Rural,Bus,Wet,Day,2,Minor,12.936995,77.634915
2308,2024-06-30,23:49,Chennai,Rural,Bike,Dry,Night,1,Serious,13.067963,80.260762
2309,2024-04-23,12:23,Delhi,Highway,Truck,Damaged,Day,1,Serious,28.65768,77.137974
2310,2024-11-25,02:19,Chennai,Urban,Bike,Wet,Night,3,Fatal,13.116068,80.296939
2311,2024-05-09,18:33,Mumbai,Rural,Car,Wet,Day,4,Minor,19.064581,72.898766
2312,2024-02-06,00:00,Chennai,Urban,Bike,Damaged,Night,1,Serious,13.044766,80.232207
2313,2024-01-04,18:36,Bangalore,Highway,Bike,Dry,Day,1,Serious,12.960993,77.588529
2314,2024-10-27,10:38,Mumbai,Rural,Car,Dry,Day,1,Minor,19.053778,72.833566
2315,2024-06-24,03:17,Bangalore,Urban,Bus,Damaged,Night,3,Serious,12.958877,77.62962
2316,2024-07-10,20:42,Bangalore,Urban,Bike,Wet,Night,3,Fatal,12.946248,77.561944
2317,2024-01-12,17:26,Chennai,Urban,Bus,Damaged,Day,1,Minor,13.049253,80.258869
2318,2024-01-06,07:29,Bangalore,Highway,Truck,Dry,Day,2,Minor,12.962611,77.590727
2319,2024-08-26,21:41,Mumbai,Urban,Car,Wet,Night,3,Serious,19.04477,72.868237
2320,2024-04-29,00:14,Mumbai,Urban,Car,Wet,Night,2,Serious,19.107671,72.920684
2321,2024-03-20,00:59,Mumbai,Highway,Bike,Dry,Night,2,Fatal,19.077139,72.890708
2322,2024-06-21,04:24,Chennai,Rural,Truck,Wet,Night,2,Serious,13.118748,80.255269
2323,2024-01-23,21:25,Chennai,Highway,Bike,Damaged,Night,4,Fatal,13.03712,80.245803
2324,2024-07-09,15:39,Mumbai,Highway,Truck,Wet,Day,1,Serious,19.043084,72.864175
2325,2024-05-26,01:12,Chennai,Urban,Bus,Wet,Night,2,Serious,13.119412,80.295179
2326,2024-06-13,18:28,Delhi,Highway,Car,Wet,Day,3,Serious,28.690623,77.123783
2327,2024-12-23,16:00,Bangalore,Rural,Car,Wet,Day,4,Minor,12.92443,77.638384
2328,2024-05-12,22:46,Delhi,Urban,Bus,Dry,Night,3,Minor,28.734263,77.059157
2329,2024-06-02,09:20,Delhi,Urban,Car,Damaged,Day,2,Minor,28.739217,77.09032
2330,2024-07-09,20:57,Delhi,Rural,Bus,Damaged,Night,4,Serious,28.708811,77.061045
2331,2024-11-22,04:26,Delhi,Highway,Truck,Damaged,Night,3,Fatal,28.718396,77.075217
2332,2024-06-15,05:01,Chennai,Rural,Bus,Wet,Night,4,Serious,13.0389,80.247633
2333,2024-01-13,04:48,Delhi,Highway,Bus,Damaged,Night,2,Fatal,28.685246,77.092972
2334,2024-12-05,01:05,Mumbai,Urban,Bike,Wet,Night,4,Fatal,19.121735,72.900273
2335,2024-12-10,11:32,Delhi,Highway,Bus,Wet,Day,4,Serious,28.725422,77.083773
2336,2024-03-22,22:39,Mumbai,Rural,Car,Dry,Night,3,Minor,19.077147,72.86155
2337,2024-05-14,19:05,Mumbai,Rural,Truck,Dry,Night,3,Minor,19.047461,72.887897
2338,2024-12-12,00:31,Delhi,Urban,Bike,Damaged,Night,2,Serious,28.672029,77.102514
2339,2024-08-27,21:04,Chennai,Highway,Truck,Wet,Night,1,Fatal,13.08448,80.237972
2340,2024-10-18,18:07,Chennai,Highway,Bike,Dry,Day,3,Serious,13.074066,80.273348
2341,2024-03-21,02:21,Mumbai,Rural,Truck,Wet,Night,1,Serious,19.039933,72.858281
2342,2024-07-22,12:05,Mumbai,Highway,Bus,Dry,Day,1,Minor,19.096086,72.836092
2343,2024-08-18,11:09,Delhi,Rural,Truck,Wet,Day,3,Minor,28.753062,77.143322
2344,2024-05-18,05:07,Bangalore,Rural,Bus,Damaged,Night,1,Serious,12.959227,77.582112
2345,2024-12-12,03:58,Mumbai,Urban,Truck,Damaged,Night,2,Serious,19.085257,72.845171
2346,2024-11-17,14:20,Delhi,Rural,Bike,Wet,Day,2,Serious,28.712931,77.075745
2347,2024-10-04,05:56,Mumbai,Rural,Truck,Dry,Night,2,Minor,19.047893,72.83975
2348,2024-07-11,16:37,Delhi,Urban,Car,Wet,Day,4,Minor,28.743435,77.060744
2349,2024-06-27,18:02,Bangalore,Urban,Bus,Dry,Day,1,Minor,12.989634,77.567215
2350,2024-03-13,05:31,Chennai,Rural,Bike,Damaged,Night,2,Serious,13.057418,80.228264
2351,2024-08-02,14:05,Delhi,Highway,Bike,Damaged,Day,3,Serious,28.693258,77.071851
2352,2024-09-20,19:20,Bangalore,Highway,Truck,Wet,Night,1,Fatal,13.014117,77.58354
2353,2024-08-15,19:46,Delhi,Highway,Bus,Wet,Night,3,Fatal,28.713415,77.116375
2354,2024-12-03,13:36,Bangalore,Highway,Bike,Wet,Day,3,Fatal,12.932446,77.575919
2355,2024-11-02,14:20,Bangalore,Rural,Truck,Wet,Day,1,Minor,12.985526,77.624771
2356,2024-01-31,06:08,Bangalore,Urban,Car,Damaged,Day,1,Minor,12.924605,77.611286
2357,2024-12-24,17:51,Delhi,Rural,Car,Damaged,Day,2,Minor,28.704765,77.124021
2358,2024-04-02,04:01,Bangalore,Rural,Truck,Dry,Night,4,Minor,12.940039,77.591949
2359,2024-07-29,20:15,Mumbai,Highway,Car,Dry,Night,3,Serious,19.052502,72.854209
2360,2024-01-17,05:49,Delhi,Highway,Bike,Damaged,Night,3,Fatal,28.710673,77.09484
2361,2024-02-23,08:25,Bangalore,Rural,Bike,Dry,Day,4,Minor,13.00704,77.546878
2362,2024-03-10,21:40,Mumbai,Urban,Bike,Damaged,Night,2,Serious,19.086728,72.892097
2363,2024-10-26,23:54,Bangalore,Urban,Bike,Wet,Night,4,Fatal,12.98656,77.565288
2364,2024-07-19,12:38,Delhi,Urban,Bike,Damaged,Day,2,Minor,28.691371,77.103935
2365,2024-06-08,16:13,Chennai,Highway,Car,Wet,Day,3,Serious,13.104241,80.279005
2366,2024-09-20,02:42,Delhi,Rural,Truck,Wet,Night,3,Serious,28.667725,77.095092
2367,2024-10-17,11:26,Chennai,Rural,Bus,Dry,Day,4,Minor,13.076021,80.301599
2368,2024-06-05,15:36,Bangalore,Rural,Bike,Wet,Day,3,Serious,12.927398,77.545805
2369,2024-08-27,07:41,Mumbai,Urban,Bus,Dry,Day,1,Minor,19.061232,72.862075
2370,2024-04-29,17:28,Mumbai,Highway,Truck,Dry,Day,3,Minor,19.044785,72.830988
2371,2024-01-17,10:35,Chennai,Highway,Car,Wet,Day,2,Serious,13.118079,80.23567
2372,2024-02-02,00:13,Mumbai,Rural,Car,Dry,Night,2,Minor,19.043191,72.884336
2373,2024-12-22,21:22,Delhi,Highway,Bus,Damaged,Night,4,Fatal,28.691676,77.062404
2374,2024-11-12,16:45,Bangalore,Urban,Car,Dry,Day,2,Minor,12.955772,77.606574
2375,2024-07-03,00:06,Chennai,Highway,Bus,Wet,Night,1,Fatal,13.117371,80.317283
2376,2024-05-15,16:27,Mumbai,Urban,Bike,Damaged,Day,2,Minor,19.093418,72.849254
2377,2024-04-08,03:20,Delhi,Urban,Bus,Damaged,Night,4,Serious,28.717722,77.112689
2378,2024-01-24,04:56,Chennai,Urban,Truck,Damaged,Night,3,Serious,13.093925,80.290264
2379,2024-07-13,11:38,Delhi,Rural,Bike,Damaged,Day,2,Minor,28.67006,77.087459
2380,2024-12-28,05:24,Chennai,Urban,Bike,Wet,Night,4,Fatal,13.105533,80.281799
2381,2024-07-15,03:53,Chennai,Urban,Car,Wet,Night,2,Serious,13.129019,80.274065
2382,2024-04-23,14:52,Delhi,Urban,Car,Damaged,Day,1,Minor,28.656453,77.073446
2383,2024-05-01,12:45,Chennai,Highway,Car,Wet,Day,1,Serious,13.115489,80.265187
